"word1","word2","frequency"
"their","homes",2
"their","inability",2
"their","lives",3
"their","own",16
"their","person",2
"their","personal",2
"their","success",2
"their","works",2
"them","a",6
"them","and",7
"them","as",2
"them","but",3
"them","even",2
"them","everyday",2
"them","i",3
"them","im",2
"them","in",5
"them","its",3
"them","look",2
"them","off",2
"them","on",5
"them","out",3
"them","please",2
"them","so",2
"them","the",3
"them","to",11
"them","up",2
"them","when",2
"them","whole",2
"them","with",2
"themselves","as",2
"themselves","at",2
"themselves","to",3
"then","a",4
"then","after",2
"then","again",4
"then","as",2
"then","be",2
"then","cut",2
"then","i",10
"then","im",2
"then","its",2
"then","just",2
"then","pulled",2
"then","she",2
"then","the",6
"then","theyre",2
"then","we",4
"then","went",4
"then","what",3
"there","and",9
"there","are",25
"there","arent",3
"there","at",3
"there","for",4
"there","he",2
"there","in",3
"there","is",35
"there","to",5
"there","was",20
"there","were",8
"there","will",5
"there","with",2
"there","you",2
"theres","a",6
"theres","always",2
"theres","another",2
"theres","no",8
"these","are",7
"these","days",7
"these","guys",2
"these","people",2
"these","three",2
"these","two",4
"these","were",2
"they","all",5
"they","are",40
"they","ate",2
"they","be",2
"they","call",2
"they","can",6
"they","cant",2
"they","could",3
"they","did",3
"they","didnt",7
"they","do",12
"they","dont",14
"they","follow",2
"they","found",4
"they","gave",2
"they","get",9
"they","had",8
"they","have",19
"they","hit",3
"they","just",7
"they","know",2
"they","lack",2
"they","like",2
"they","love",2
"they","made",2
"they","make",2
"they","may",4
"they","might",3
"they","need",2
"they","picked",2
"they","said",3
"they","took",2
"they","want",5
"they","wanted",2
"they","were",24
"they","will",12
"theyre","all",2
"theyre","going",4
"theyre","not",2
"theyre","pretty",2
"thick","skin",2
"thin","mints",2
"thing","about",3
"thing","at",2
"thing","i",2
"thing","is",2
"thing","it",3
"thing","that",4
"thing","to",4
"thing","you",2
"things","and",3
"things","are",5
"things","around",2
"things","for",4
"things","from",2
"things","happen",3
"things","i",4
"things","in",2
"things","is",2
"things","that",9
"things","the",2
"things","to",3
"things","we",6
"things","were",3
"things","which",2
"things","would",2
"things","you",4
"think","a",2
"think","about",11
"think","he",3
"think","i",6
"think","ill",2
"think","im",3
"think","is",2
"think","it",3
"think","its",10
"think","my",2
"think","of",11
"think","that",11
"think","they",3
"think","this",5
"think","we",3
"think","you",7
"thinking","about",7
"third","round",3
"this","a",2
"this","afternoon",6
"this","album",2
"this","all",2
"this","am",2
"this","and",7
"this","article",2
"this","as",2
"this","beer",3
"this","big",2
"this","book",3
"this","case",2
"this","city",2
"this","concept",2
"this","conversation",2
"this","could",3
"this","dance",2
"this","day",3
"this","evening",3
"this","event",2
"this","game",4
"this","gives",2
"this","has",2
"this","i",2
"this","if",2
"this","into",2
"this","is",62
"this","issue",2
"this","kind",2
"this","lady",2
"this","little",2
"this","magic",2
"this","man",2
"this","may",2
"this","means",3
"this","might",2
"this","month",5
"this","morning",6
"this","new",3
"this","on",2
"this","one",11
"this","onto",3
"this","past",2
"this","person",3
"this","phone",2
"this","plot",2
"this","point",4
"this","post",3
"this","production",2
"this","question",3
"this","saturday",3
"this","season",5
"this","series",2
"this","stuff",2
"this","summer",3
"this","sunday",2
"this","the",3
"this","thursday",2
"this","time",6
"this","tired",2
"this","to",4
"this","very",2
"this","was",14
"this","way",3
"this","week",13
"this","weekend",15
"this","will",3
"this","winter",3
"this","world",4
"this","year",21
"those","days",5
"those","in",2
"those","living",2
"those","of",3
"those","that",3
"those","things",10
"those","we",2
"those","were",2
"those","who",8
"though","he",4
"though","i",4
"though","it",2
"though","the",6
"though","there",2
"though","they",2
"thought","about",2
"thought","i",6
"thought","it",2
"thought","maybe",2
"thought","of",4
"thought","that",2
"thought","the",3
"thought","to",2
"thought","we",3
"thoughts","that",2
"thousands","of",3
"three","and",2
"three","games",4
"three","of",3
"three","other",2
"three","seasons",2
"three","years",5
"through","a",6
"through","friday",2
"through","it",3
"through","me",2
"through","my",6
"through","the",22
"through","your",3
"throughout","the",9
"throw","in",2
"throw","out",3
"throw","the",3
"thursday","night",2
"thus","far",2
"thx","for",3
"tickets","to",4
"till","the",2
"tim","tebow",2
"time","a",3
"time","and",5
"time","around",2
"time","at",3
"time","consuming",2
"time","for",8
"time","he",5
"time","i",10
"time","in",5
"time","is",5
"time","it",3
"time","of",8
"time","off",2
"time","since",3
"time","the",6
"time","they",4
"time","this",2
"time","to",19
"time","we",6
"time","when",8
"time","with",5
"time","you",3
"times","and",2
"times","before",2
"times","in",5
"times","that",4
"times","to",2
"timing","of",2
"tip","of",3
"tired","i",2
"tired","in",2
"tired","of",3
"tires","and",2
"title","is",2
"title","to",2
"to","a",48
"to","about",2
"to","accept",2
"to","accomplish",4
"to","act",4
"to","add",2
"to","address",4
"to","adjust",2
"to","all",10
"to","also",2
"to","an",7
"to","and",9
"to","another",5
"to","answer",6
"to","any",3
"to","appreciate",2
"to","ask",5
"to","attend",2
"to","avoid",4
"to","back",5
"to","be",180
"to","bear",3
"to","beat",3
"to","become",4
"to","bed",5
"to","being",4
"to","believe",2
"to","benefit",2
"to","better",3
"to","breathe",2
"to","bring",9
"to","build",2
"to","bury",2
"to","buy",9
"to","call",3
"to","care",2
"to","carry",4
"to","carve",2
"to","catch",4
"to","celebrate",2
"to","change",8
"to","check",6
"to","chicago",2
"to","clean",2
"to","climb",2
"to","close",3
"to","coach",2
"to","collect",5
"to","college",2
"to","come",18
"to","comment",3
"to","compete",2
"to","conceal",2
"to","connect",2
"to","contend",2
"to","continue",5
"to","contribute",2
"to","convince",2
"to","cover",2
"to","craft",2
"to","create",5
"to","cross",3
"to","cry",2
"to","cut",3
"to","days",2
"to","deal",4
"to","decide",2
"to","defend",2
"to","deliver",2
"to","determine",2
"to","develop",5
"to","die",4
"to","dig",2
"to","dismiss",2
"to","do",64
"to","doubt",2
"to","drink",5
"to","drive",2
"to","drop",3
"to","each",5
"to","earn",2
"to","eat",11
"to","education",2
"to","embrace",2
"to","end",7
"to","england",2
"to","enjoy",3
"to","ensure",2
"to","enter",4
"to","escape",2
"to","establish",2
"to","every",2
"to","everyone",3
"to","expect",2
"to","explain",2
"to","explore",2
"to","express",2
"to","extend",2
"to","face",2
"to","fail",2
"to","fall",4
"to","feed",3
"to","feel",3
"to","figure",2
"to","file",2
"to","fill",3
"to","film",3
"to","find",21
"to","finish",3
"to","five",2
"to","focus",2
"to","follow",2
"to","for",3
"to","force",2
"to","forego",2
"to","fulfill",4
"to","funnel",2
"to","get",63
"to","getting",2
"to","give",20
"to","go",48
"to","god",2
"to","good",2
"to","grab",3
"to","grow",5
"to","hang",2
"to","happen",4
"to","have",44
"to","hear",5
"to","help",18
"to","her",14
"to","high",2
"to","him",7
"to","his",10
"to","hit",4
"to","hold",5
"to","honor",2
"to","how",2
"to","identify",3
"to","illinois",2
"to","improve",3
"to","in",2
"to","increase",3
"to","invest",3
"to","it",8
"to","its",2
"to","jelly",2
"to","jump",4
"to","keep",19
"to","kill",2
"to","knock",2
"to","know",20
"to","la",2
"to","launch",3
"to","lay",2
"to","learn",6
"to","leave",7
"to","let",10
"to","lie",2
"to","light",3
"to","listen",4
"to","live",6
"to","look",13
"to","lose",3
"to","love",3
"to","lure",2
"to","maintain",2
"to","make",59
"to","man",2
"to","manage",3
"to","marry",3
"to","me",23
"to","measure",4
"to","meet",6
"to","miles",2
"to","miss",5
"to","move",3
"to","my",26
"to","myself",3
"to","new",4
"to","normal",4
"to","note",2
"to","notice",2
"to","offer",2
"to","one",3
"to","open",2
"to","other",2
"to","others",4
"to","our",9
"to","own",2
"to","participate",2
"to","party",3
"to","pass",3
"to","pay",9
"to","people",4
"to","percent",3
"to","perform",3
"to","pick",2
"to","pin",2
"to","plan",2
"to","play",19
"to","please",3
"to","pm",11
"to","point",3
"to","portland",2
"to","prepare",2
"to","present",5
"to","preserve",2
"to","prison",2
"to","protect",7
"to","prove",2
"to","provide",4
"to","pull",3
"to","purchase",2
"to","pursue",2
"to","put",11
"to","raise",7
"to","reach",7
"to","read",6
"to","recognize",2
"to","refer",3
"to","release",2
"to","relocate",2
"to","remember",6
"to","remove",3
"to","rent",2
"to","replace",4
"to","research",2
"to","right",2
"to","ring",2
"to","rise",2
"to","run",4
"to","salt",2
"to","save",3
"to","say",27
"to","school",5
"to","score",2
"to","see",59
"to","seeing",2
"to","sell",3
"to","send",3
"to","serve",6
"to","set",6
"to","sex",2
"to","share",11
"to","shell",2
"to","ship",2
"to","show",7
"to","sit",5
"to","sleep",10
"to","sneeze",2
"to","so",3
"to","soak",2
"to","some",7
"to","someone",2
"to","speak",3
"to","spend",2
"to","spread",2
"to","stand",2
"to","start",14
"to","stay",7
"to","stem",2
"to","stop",7
"to","students",2
"to","study",2
"to","succeed",2
"to","such",2
"to","suggest",2
"to","support",4
"to","switch",3
"to","take",23
"to","talk",9
"to","taste",3
"to","tell",10
"to","test",2
"to","text",2
"to","thank",2
"to","that",7
"to","the",207
"to","their",12
"to","them",5
"to","think",7
"to","this",13
"to","those",6
"to","throw",2
"to","to",3
"to","town",2
"to","train",3
"to","translate",2
"to","travel",2
"to","treat",2
"to","trust",2
"to","try",11
"to","turn",3
"to","tweet",2
"to","two",4
"to","understand",4
"to","ur",2
"to","us",5
"to","use",13
"to","visit",4
"to","wait",5
"to","wake",4
"to","walk",7
"to","watch",11
"to","well",2
"to","win",8
"to","with",4
"to","work",23
"to","write",12
"to","you",18
"to","your",10
"today","after",2
"today","all",2
"today","and",5
"today","as",3
"today","at",3
"today","but",2
"today","dont",2
"today","i",5
"today","in",2
"today","is",4
"today","its",2
"today","that",2
"today","why",2
"today","you",2
"todo","list",4
"together","the",3
"together","to",3
"told","her",5
"told","him",3
"told","me",7
"told","reporters",2
"told","the",3
"told","us",5
"told","you",5
"tomorrow","and",2
"tomorrow","at",3
"tomorrow","is",2
"ton","of",2
"tonight","at",4
"tonight","i",2
"tonight","on",2
"tonight","to",2
"tonight","will",2
"tons","of",3
"too","and",2
"too","close",4
"too","for",3
"too","good",2
"too","high",2
"too","i",2
"too","if",4
"too","late",2
"too","lazy",2
"too","long",5
"too","many",11
"too","much",10
"too","often",2
"too","short",2
"too","soon",2
"too","the",2
"too","we",2
"took","a",6
"took","out",2
"took","place",2
"took","the",4
"took","up",2
"top","finishes",2
"top","of",10
"topped","with",2
"torn","acl",2
"torn","apart",2
"tournament","will",2
"toward","the",4
"towards","the",2
"town","council",2
"town","for",2
"toxic","chemicals",2
"traffic","and",2
"traffic","in",2
"train","them",2
"transferred","the",2
"travel","call",2
"travel","the",2
"tried","the",2
"tried","to",10
"trip","to",5
"triple","in",2
"true","in",2
"true","to",4
"try","and",4
"try","some",2
"try","that",2
"try","to",17
"trying","to",27
"tuesday","to",2
"tune","in",5
"tuned","for",2
"turned","around",2
"turned","out",2
"turned","the",3
"turned","to",2
"tv","channel",2
"tweet","when",2
"twice","a",3
"twice","after",2
"twice","as",2
"twins","now",2
"twitter","followers",2
"two","and",2
"two","days",4
"two","different",3
"two","former",2
"two","groups",2
"two","more",2
"two","of",7
"two","runs",2
"two","weeks",6
"two","years",6
"tyler","and",2
"type","of",4
"types","of",4
"typically","have",2
"u","and",2
"u","are",2
"u","can",3
"u","follow",2
"u","get",2
"u","have",2
"u","know",2
"u","let",2
"u","r",4
"u","stream",2
"u","want",2
"ugg","boots",2
"unable","to",7
"uncommon","for",2
"under","a",3
"under","the",12
"understand","that",5
"understand","what",3
"understands","that",2
"undisclosed","amount",2
"union","county",2
"united","states",7
"universe","and",2
"university","in",2
"university","of",8
"university","student",2
"until","i",4
"until","later",2
"until","pm",2
"until","she",2
"until","the",6
"until","then",2
"until","tuesday",2
"until","we",3
"unwise","to",2
"up","a",12
"up","all",2
"up","and",29
"up","at",7
"up","but",3
"up","by",4
"up","coffee",2
"up","for",11
"up","from",5
"up","i",5
"up","in",9
"up","into",2
"up","my",8
"up","now",3
"up","of",2
"up","on",9
"up","or",2
"up","the",20
"up","their",2
"up","then",3
"up","these",2
"up","this",2
"up","to",22
"up","using",2
"up","with",12
"up","your",3
"upon","himself",2
"upon","his",2
"upon","the",3
"us","a",5
"us","and",4
"us","at",2
"us","but",2
"us","district",2
"us","fidelis",2
"us","for",4
"us","have",2
"us","is",2
"us","jobs",2
"us","know",2
"us","officials",2
"us","open",2
"us","so",2
"us","that",4
"us","to",6
"us","we",2
"use","a",5
"use","and",2
"use","him",3
"use","his",2
"use","it",4
"use","of",10
"use","that",2
"use","the",2
"used","a",3
"used","for",2
"used","in",5
"used","my",2
"used","the",5
"used","to",12
"user","group",2
"using","his",2
"using","my",2
"using","the",7
"usually","a",3
"usually","just",2
"valentines","day",3
"value","of",2
"variety","of",3
"vehicle","we",2
"vendors","and",3
"verge","of",3
"version","of",7
"very","exciting",3
"very","good",6
"very","happy",2
"very","high",3
"very","low",2
"very","much",4
"very","proud",3
"very","specific",2
"very","very",2
"very","welcome",2
"very","well",3
"via","email",2
"vice","president",5
"video","at",2
"video","for",2
"video","of",2
"video","on",3
"view","of",3
"view","that",2
"violence","in",2
"vip","table",2
"visit","and",2
"visit","the",3
"visit","to",2
"voice","of",2
"vs","the",2
"wait","a",2
"wait","for",6
"wait","til",2
"wait","to",16
"wait","until",4
"waiting","for",8
"waiting","in",2
"wake","up",8
"walk","away",2
"walk","into",2
"walk","the",2
"walked","out",2
"walking","in",2
"walking","the",2
"walks","of",2
"wall","and",2
"wall","is",2
"wanna","go",3
"wanna","make",2
"want","a",8
"want","it",4
"want","me",2
"want","my",2
"want","one",2
"want","the",5
"want","them",2
"want","to",82
"want","you",2
"wanted","to",24
"wanting","to",3
"wants","to",8
"war","and",2
"war","with",2
"warm","and",2
"warmed","up",2
"was","a",57
"was","able",2
"was","about",5
"was","all",7
"was","also",8
"was","always",4
"was","amazing",2
"was","an",5
"was","anything",2
"was","arrested",3
"was","as",3
"was","at",8
"was","being",5
"was","born",5
"was","doing",3
"was","done",2
"was","elected",2
"was","especially",2
"was","exactly",2
"was","expecting",2
"was","first",2
"was","following",2
"was","for",2
"was","found",2
"was","given",2
"was","going",7
"was","gone",2
"was","good",2
"was","great",2
"was","happy",3
"was","he",3
"was","her",2
"was","his",3
"was","holding",2
"was","hurting",2
"was","i",2
"was","impressive",2
"was","in",8
"was","it",2
"was","just",6
"was","killed",5
"was","like",4
"was","living",2
"was","looking",3
"was","moving",2
"was","my",4
"was","never",2
"was","no",9
"was","not",6
"was","of",2
"was","off",3
"was","on",7
"was","one",6
"was","only",2
"was","out",4
"was","over",2
"was","placed",2
"was","pretty",4
"was","quite",3
"was","reported",2
"was","shot",2
"was","so",7
"was","something",4
"was","starting",2
"was","still",7
"was","such",3
"was","taught",3
"was","that",6
"was","the",33
"was","there",4
"was","to",8
"was","told",2
"was","very",7
"was","walking",2
"was","willing",2
"was","wrong",3
"washington","post",2
"wasnt","expecting",2
"wasnt","going",2
"wasnt","good",2
"watch","a",5
"watch","it",3
"watch","out",2
"watch","the",4
"watched","and",2
"watching","the",4
"water","and",2
"water","i",2
"water","some",2
"wax","paper",2
"way","and",5
"way","better",2
"way","but",2
"way","for",3
"way","i",5
"way","in",3
"way","of",4
"way","out",2
"way","that",2
"way","the",2
"way","they",4
"way","through",3
"way","to",31
"way","too",4
"way","we",2
"way","you",3
"ways","it",2
"ways","to",4
"we","agree",2
"we","all",10
"we","also",4
"we","always",4
"we","are",27
"we","ate",2
"we","call",2
"we","came",2
"we","can",21
"we","cant",6
"we","could",7
"we","couldnt",2
"we","did",2
"we","didnt",7
"we","do",11
"we","dont",13
"we","enjoyed",2
"we","find",2
"we","found",3
"we","get",9
"we","go",3
"we","going",2
"we","got",4
"we","had",15
"we","hang",2
"we","have",38
"we","havent",2
"we","hit",2
"we","hope",2
"we","just",7
"we","know",3
"we","lie",2
"we","like",2
"we","love",3
"we","make",2
"we","may",2
"we","miss",2
"we","moved",2
"we","must",10
"we","need",12
"we","never",4
"we","now",2
"we","play",2
"we","reach",2
"we","really",2
"we","saw",4
"we","see",5
"we","should",6
"we","still",4
"we","talk",3
"we","talked",2
"we","tend",2
"we","think",2
"we","thought",4
"we","took",2
"we","usually",5
"we","want",3
"we","wanted",2
"we","went",4
"we","were",19
"we","will",15
"we","won",3
"we","work",3
"we","would",4
"wealth","of",2
"wear","a",3
"wearing","a",3
"wed","have",2
"week","and",12
"week","i",4
"week","of",3
"week","or",2
"week","the",3
"week","to",3
"week","with",2
"weekend","but",2
"weeks","ago",7
"weeks","in",3
"weight","on",2
"welcome","back",2
"welcome","to",4
"well","as",6
"well","at",2
"well","be",3
"well","for",3
"well","have",2
"well","i",5
"well","im",2
"well","it",2
"well","known",2
"well","not",2
"well","see",4
"well","soon",2
"well","that",2
"well","the",4
"well","this",2
"well","we",3
"went","back",5
"went","for",2
"went","into",5
"went","on",2
"went","out",3
"went","to",11
"were","a",6
"were","able",6
"were","about",2
"were","all",6
"were","always",2
"were","coming",3
"were","doing",2
"were","given",3
"were","going",9
"were","gone",2
"were","having",3
"were","in",10
"were","judged",2
"were","just",3
"were","looking",2
"were","more",2
"were","not",5
"were","on",5
"were","only",3
"were","playing",2
"were","so",3
"were","some",2
"were","spending",2
"were","still",2
"were","supposed",2
"were","taken",3
"were","talking",2
"were","the",6
"were","there",2
"were","wondering",2
"west","as",2
"west","coast",2
"west","yorkshire",2
"weve","been",2
"weve","got",3
"what","a",14
"what","about",4
"what","are",6
"what","can",5
"what","do",12
"what","does",3
"what","gives",2
"what","goes",2
"what","happened",5
"what","happens",4
"what","have",2
"what","he",5
"what","her",2
"what","i",27
"what","if",2
"what","im",6
"what","is",16
"what","it",10
"what","kind",3
"what","makes",4
"what","the",13
"what","they",13
"what","to",10
"what","u",3
"what","was",6
"what","we",5
"what","were",5
"what","would",3
"what","you",18
"whatever","you",2
"whats","going",2
"whats","the",4
"whats","wrong",4
"whats","your",2
"when","a",10
"when","all",2
"when","faced",3
"when","he",18
"when","hes",2
"when","i",43
"when","im",4
"when","it",15
"when","its",8
"when","my",7
"when","one",3
"when","people",2
"when","she",2
"when","shes",2
"when","someone",3
"when","that",2
"when","the",20
"when","there",2
"when","they",17
"when","we",16
"when","you",30
"when","youre",5
"whenever","i",3
"whenever","someone",2
"where","a",5
"where","are",3
"where","does",2
"where","he",2
"where","i",9
"where","it",4
"where","she",3
"where","the",13
"where","they",4
"where","to",2
"where","we",3
"where","you",9
"whether","or",3
"whether","the",3
"which","are",2
"which","did",2
"which","had",2
"which","has",4
"which","he",4
"which","i",4
"which","is",22
"which","it",2
"which","made",2
"which","of",2
"which","she",3
"which","to",4
"which","was",6
"which","way",2
"which","were",3
"which","will",3
"while","a",2
"while","he",3
"while","i",3
"while","in",3
"while","she",2
"while","the",7
"while","we",2
"while","you",3
"white","house",11
"whitney","houston",2
"who","also",2
"who","are",10
"who","came",2
"who","can",4
"who","cant",2
"who","could",3
"who","couldnt",2
"who","deserve",2
"who","do",2
"who","dont",2
"who","had",5
"who","has",12
"who","have",6
"who","i",3
"who","is",14
"who","just",2
"who","knew",2
"who","knows",4
"who","made",2
"who","offer",2
"who","ran",2
"who","sang",2
"who","think",2
"who","want",3
"who","wanted",2
"who","was",11
"who","went",2
"who","were",8
"who","will",5
"who","worked",2
"who","would",3
"who","you",6
"why","a",2
"why","am",3
"why","are",3
"why","cant",3
"why","do",5
"why","does",3
"why","dont",3
"why","i",8
"why","is",2
"why","not",2
"why","they",2
"why","this",2
"why","would",2
"why","you",2
"wide","variety",2
"wife","and",2
"will","absolutely",2
"will","affect",2
"will","be",91
"will","become",3
"will","begin",2
"will","come",4
"will","continue",4
"will","cover",2
"will","die",2
"will","do",3
"will","end",2
"will","ever",2
"will","feature",2
"will","find",6
"will","focus",2
"will","follow",3
"will","forget",2
"will","get",5
"will","go",6
"will","have",16
"will","help",2
"will","include",2
"will","keep",2
"will","lead",3
"will","look",2
"will","make",3
"will","mean",2
"will","miss",4
"will","need",2
"will","never",7
"will","not",14
"will","only",2
"will","play",2
"will","present",2
"will","probably",2
"will","pull",3
"will","receive",3
"will","replace",2
"will","see",3
"will","start",2
"will","take",5
"will","they",2
"will","try",2
"will","work",2
"will","you",2
"willing","and",2
"willing","to",6
"win","over",2
"win","the",5
"wind","and",2
"window","and",2
"window","as",2
"winning","team",2
"winning","the",3
"wish","i",4
"wish","to",2
"wish","you",3
"wished","i",2
"wit","the",2
"with","a",87
"with","aging",2
"with","all",5
"with","an",12
"with","and",7
"with","another",4
"with","any",3
"with","each",3
"with","every",2
"with","everyone",3
"with","fans",2
"with","for",2
"with","four",2
"with","her",11
"with","him",10
"with","his",8
"with","it",9
"with","just",2
"with","life",2
"with","me",19
"with","million",2
"with","my",17
"with","no",3
"with","one",3
"with","or",2
"with","other",2
"with","others",3
"with","our",7
"with","s",2
"with","salt",2
"with","several",2
"with","severe",2
"with","so",2
"with","some",6
"with","taxable",2
"with","that",12
"with","the",107
"with","their",6
"with","them",4
"with","this",7
"with","two",4
"with","us",3
"with","very",2
"with","what",4
"with","white",2
"with","you",16
"with","your",6
"within","a",2
"within","my",2
"within","the",5
"without","a",7
"without","him",4
"without","incident",2
"without","the",4
"without","their",2
"woke","up",6
"woman","in",2
"women","have",2
"women","to",3
"women","who",3
"womens","health",2
"womens","rights",2
"won","the",5
"wondering","how",2
"wont","be",3
"wont","have",2
"wont","let",2
"wont","need",2
"word","for",2
"words","before",2
"words","that",3
"work","and",7
"work","can",2
"work","ethic",2
"work","for",4
"work","he",2
"work","im",2
"work","in",5
"work","is",3
"work","on",7
"work","or",2
"work","out",2
"work","the",7
"work","this",2
"work","to",3
"work","with",6
"work","work",2
"worked","for",2
"worked","in",5
"worked","on",3
"worked","there",2
"worked","with",2
"worker","and",2
"workers","might",2
"working","at",3
"working","hard",2
"working","on",9
"working","out",2
"working","with",3
"works","and",2
"works","better",2
"works","out",2
"works","together",2
"world","and",2
"world","cup",4
"world","i",2
"world","is",3
"world","of",3
"world","they",2
"worried","about",3
"worse","the",2
"worst","record",2
"worth","of",5
"would","be",42
"would","call",2
"would","come",3
"would","do",3
"would","face",2
"would","get",2
"would","give",2
"would","happen",3
"would","have",20
"would","help",4
"would","like",6
"would","look",2
"would","love",5
"would","not",5
"would","people",2
"would","play",2
"would","probably",2
"would","rather",2
"would","require",2
"would","say",3
"would","still",2
"would","that",2
"would","you",9
"wouldnt","have",2
"wouldnt","i",2
"wouldve","been",2
"wow","i",2
"wow","only",2
"wrestle","with",2
"write","a",4
"write","about",3
"write","down",2
"write","in",2
"writes","with",2
"writing","and",2
"writing","so",2
"written","about",2
"written","by",2
"written","in",3
"wrong","with",4
"wrote","a",5
"wrote","in",3
"wrote","the",2
"wrote","to",2
"ya","i",2
"yards","and",4
"yeah","but",2
"yeah","i",3
"yeah","im",2
"year","after",4
"year","ago",2
"year","and",5
"year","as",2
"year","at",2
"year","for",3
"year","i",2
"year","in",4
"year","is",4
"year","now",2
"year","of",3
"year","old",4
"year","or",2
"year","that",2
"year","the",4
"year","to",6
"years","ago",12
"years","and",9
"years","at",3
"years","before",2
"years","but",3
"years","eve",2
"years","he",4
"years","i",7
"years","in",4
"years","is",2
"years","many",2
"years","of",3
"years","old",3
"years","to",5
"yes","and",2
"yes","i",7
"yes","im",2
"yes","please",3
"yes","this",2
"yes","we",2
"yes","well",2
"yet","another",2
"yet","but",2
"yet","they",2
"york","city",2
"york","times",3
"you","a",7
"you","aint",2
"you","all",9
"you","and",14
"you","are",38
"you","as",3
"you","at",3
"you","back",3
"you","be",4
"you","been",2
"you","believe",2
"you","bro",2
"you","but",7
"you","calling",2
"you","can",57
"you","cant",11
"you","checkin",2
"you","could",8
"you","did",3
"you","didnt",4
"you","different",2
"you","do",12
"you","dont",16
"you","ever",6
"you","feel",5
"you","follow",2
"you","following",2
"you","for",11
"you","forgive",2
"you","found",3
"you","get",17
"you","girl",3
"you","go",3
"you","going",2
"you","gonna",2
"you","got",6
"you","gotta",2
"you","guys",10
"you","had",3
"you","have",37
"you","heard",2
"you","here",2
"you","how",6
"you","i",5
"you","if",3
"you","im",3
"you","in",10
"you","just",13
"you","keep",4
"you","know",23
"you","like",5
"you","live",3
"you","look",9
"you","love",2
"you","make",2
"you","manage",2
"you","may",6
"you","might",3
"you","more",3
"you","must",6
"you","name",2
"you","need",11
"you","never",4
"you","not",2
"you","off",2
"you","on",2
"you","please",4
"you","probably",2
"you","put",3
"you","read",5
"you","really",7
"you","said",2
"you","say",3
"you","scare",2
"you","see",9
"you","seek",2
"you","should",14
"you","shouldnt",2
"you","sir",2
"you","so",5
"you","still",4
"you","tell",3
"you","that",4
"you","the",6
"you","there",2
"you","think",13
"you","this",4
"you","thought",2
"you","to",9
"you","tomorrow",3
"you","tonight",2
"you","too",8
"you","up",3
"you","use",2
"you","want",15
"you","watch",3
"you","wear",2
"you","were",10
"you","when",3
"you","where",2
"you","will",21
"you","with",3
"you","wont",6
"you","would",4
"youd","like",5
"youll","be",3
"young","people",2
"your","anger",2
"your","article",2
"your","ass",2
"your","back",4
"your","blog",2
"your","body",2
"your","color",2
"your","contacts",2
"your","day",4
"your","eyes",2
"your","face",4
"your","favorite",3
"your","friend",2
"your","future",2
"your","hands",3
"your","heart",3
"your","kids",2
"your","life",9
"your","love",2
"your","mind",2
"your","mouth",3
"your","name",3
"your","next",3
"your","own",14
"your","permission",2
"your","phone",5
"your","story",2
"your","thoughts",2
"your","tweets",6
"your","voice",2
"your","way",3
"your","weekend",2
"youre","going",6
"youre","in",4
"youre","just",2
"youre","looking",2
"youre","talking",2
"youre","welcome",3
"yourself","a",2
"youtube","videos",2
"youve","got",2
"youve","just",2
"yr","old",2
